CD_UF,NAME_UF,Expense_Type,Value,Group
23,Ceará,Actions related to organ and tissue donation for transplantation,3453177.8,"Organ, Tissue, and Cell Transplants"
24,Rio Grande do Norte,Actions related to organ and tissue donation for transplantation,275612.47,"Organ, Tissue, and Cell Transplants"
25,Paraíba,Actions related to organ and tissue donation for transplantation,423452.26,"Organ, Tissue, and Cell Transplants"
26,Pernambuco,Actions related to organ and tissue donation for transplantation,2184556.36,"Organ, Tissue, and Cell Transplants"
27,Alagoas,Actions related to organ and tissue donation for transplantation,148582.48,"Organ, Tissue, and Cell Transplants"
28,Sergipe,Actions related to organ and tissue donation for transplantation,274264.1,"Organ, Tissue, and Cell Transplants"
29,Bahia,Actions related to organ and tissue donation for transplantation,1827596.55,"Organ, Tissue, and Cell Transplants"
31,Minas Gerais,Actions related to organ and tissue donation for transplantation,4929855.95,"Organ, Tissue, and Cell Transplants"
32,Espírito Santo,Actions related to organ and tissue donation for transplantation,904592.55,"Organ, Tissue, and Cell Transplants"
33,Rio de Janeiro,Actions related to organ and tissue donation for transplantation,4216768.49,"Organ, Tissue, and Cell Transplants"
35,São Paulo,Actions related to organ and tissue donation for transplantation,15614185.96,"Organ, Tissue, and Cell Transplants"
41,Paraná,Actions related to organ and tissue donation for transplantation,7719009.78,"Organ, Tissue, and Cell Transplants"
42,Santa Catarina,Actions related to organ and tissue donation for transplantation,4612809.19,"Organ, Tissue, and Cell Transplants"
43,Rio Grande do Sul,Actions related to organ and tissue donation for transplantation,4337336.75,"Organ, Tissue, and Cell Transplants"
50,Mato Grosso do Sul,Actions related to organ and tissue donation for transplantation,896403.09,"Organ, Tissue, and Cell Transplants"
51,Mato Grosso,Actions related to organ and tissue donation for transplantation,8299.52,"Organ, Tissue, and Cell Transplants"
52,Goiás,Actions related to organ and tissue donation for transplantation,494002.61,"Organ, Tissue, and Cell Transplants"
53,Distrito Federal,Actions related to organ and tissue donation for transplantation,1441218.53,"Organ, Tissue, and Cell Transplants"
Total,Brazil (total),Actions related to organ and tissue donation for transplantation,55825941.97,"Organ, Tissue, and Cell Transplants"
11,Rondônia,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
12,Acre,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
13,Amazonas,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
14,Roraima,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
15,Pará,Processing of tissues for transplantation,309050.04,"Organ, Tissue, and Cell Transplants"
16,Amapá,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
17,Tocantins,Processing of tissues for transplantation,17588.0,"Organ, Tissue, and Cell Transplants"
21,Maranhão,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
22,Piauí,Processing of tissues for transplantation,130345.6,"Organ, Tissue, and Cell Transplants"
23,Ceará,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
24,Rio Grande do Norte,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
25,Paraíba,Processing of tissues for transplantation,79932.0,"Organ, Tissue, and Cell Transplants"
26,Pernambuco,Processing of tissues for transplantation,530984.0,"Organ, Tissue, and Cell Transplants"
27,Alagoas,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
28,Sergipe,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
29,Bahia,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
31,Minas Gerais,Processing of tissues for transplantation,8488.18,"Organ, Tissue, and Cell Transplants"
32,Espírito Santo,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
33,Rio de Janeiro,Processing of tissues for transplantation,330544.0,"Organ, Tissue, and Cell Transplants"
35,São Paulo,Processing of tissues for transplantation,49460.0,"Organ, Tissue, and Cell Transplants"
41,Paraná,Processing of tissues for transplantation,755061.6,"Organ, Tissue, and Cell Transplants"
42,Santa Catarina,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
43,Rio Grande do Sul,Processing of tissues for transplantation,6960.0,"Organ, Tissue, and Cell Transplants"
50,Mato Grosso do Sul,Processing of tissues for transplantation,252963.2,"Organ, Tissue, and Cell Transplants"
51,Mato Grosso,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
52,Goiás,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
53,Distrito Federal,Processing of tissues for transplantation,0.0,"Organ, Tissue, and Cell Transplants"
Total,Brazil (total),Processing of tissues for transplantation,2471376.62,"Organ, Tissue, and Cell Transplants"
11,Rondônia,"Organ, tissue, and cell transplantation",151332.73,"Organ, Tissue, and Cell Transplants"
12,Acre,"Organ, tissue, and cell transplantation",1605676.92,"Organ, Tissue, and Cell Transplants"
13,Amazonas,"Organ, tissue, and cell transplantation",1026038.54,"Organ, Tissue, and Cell Transplants"
14,Roraima,"Organ, tissue, and cell transplantation",0.0,"Organ, Tissue, and Cell Transplants"
15,Pará,"Organ, tissue, and cell transplantation",3434060.06,"Organ, Tissue, and Cell Transplants"
16,Amapá,"Organ, tissue, and cell transplantation",0.0,"Organ, Tissue, and Cell Transplants"
17,Tocantins,"Organ, tissue, and cell transplantation",87403.77,"Organ, Tissue, and Cell Transplants"
21,Maranhão,"Organ, tissue, and cell transplantation",1846304.91,"Organ, Tissue, and Cell Transplants"
22,Piauí,"Organ, tissue, and cell transplantation",1279431.35,"Organ, Tissue, and Cell Transplants"
23,Ceará,"Organ, tissue, and cell transplantation",33241320.51,"Organ, Tissue, and Cell Transplants"
24,Rio Grande do Norte,"Organ, tissue, and cell transplantation",5478936.7,"Organ, Tissue, and Cell Transplants"
25,Paraíba,"Organ, tissue, and cell transplantation",3700363.91,"Organ, Tissue, and Cell Transplants"
26,Pernambuco,"Organ, tissue, and cell transplantation",42669666.04,"Organ, Tissue, and Cell Transplants"
27,Alagoas,"Organ, tissue, and cell transplantation",756789.02,"Organ, Tissue, and Cell Transplants"
28,Sergipe,"Organ, tissue, and cell transplantation",52125.48,"Organ, Tissue, and Cell Transplants"
29,Bahia,"Organ, tissue, and cell transplantation",13618941.57,"Organ, Tissue, and Cell Transplants"
31,Minas Gerais,"Organ, tissue, and cell transplantation",77458107.26,"Organ, Tissue, and Cell Transplants"
32,Espírito Santo,"Organ, tissue, and cell transplantation",10799703.55,"Organ, Tissue, and Cell Transplants"
33,Rio de Janeiro,"Organ, tissue, and cell transplantation",38590492.23,"Organ, Tissue, and Cell Transplants"
35,São Paulo,"Organ, tissue, and cell transplantation",195673983.23,"Organ, Tissue, and Cell Transplants"
41,Paraná,"Organ, tissue, and cell transplantation",78140552.51,"Organ, Tissue, and Cell Transplants"
42,Santa Catarina,"Organ, tissue, and cell transplantation",36355147.54,"Organ, Tissue, and Cell Transplants"
43,Rio Grande do Sul,"Organ, tissue, and cell transplantation",52204181.65,"Organ, Tissue, and Cell Transplants"
50,Mato Grosso do Sul,"Organ, tissue, and cell transplantation",1738660.97,"Organ, Tissue, and Cell Transplants"
51,Mato Grosso,"Organ, tissue, and cell transplantation",0.0,"Organ, Tissue, and Cell Transplants"
52,Goiás,"Organ, tissue, and cell transplantation",7883546.8,"Organ, Tissue, and Cell Transplants"
53,Distrito Federal,"Organ, tissue, and cell transplantation",16417934.31,"Organ, Tissue, and Cell Transplants"
Total,Brazil (total),"Organ, tissue, and cell transplantation",624210701.56,"Organ, Tissue, and Cell Transplants"
11,Rondônia,Pre- and post-transplant follow-up and complications,16103.64,"Organ, Tissue, and Cell Transplants"
12,Acre,Pre- and post-transplant follow-up and complications,126290.32,"Organ, Tissue, and Cell Transplants"
13,Amazonas,Pre- and post-transplant follow-up and complications,25065.86,"Organ, Tissue, and Cell Transplants"
14,Roraima,Pre- and post-transplant follow-up and complications,0.0,"Organ, Tissue, and Cell Transplants"
15,Pará,Pre- and post-transplant follow-up and complications,658232.87,"Organ, Tissue, and Cell Transplants"
16,Amapá,Pre- and post-transplant follow-up and complications,0.0,"Organ, Tissue, and Cell Transplants"
17,Tocantins,Pre- and post-transplant follow-up and complications,135.0,"Organ, Tissue, and Cell Transplants"
21,Maranhão,Pre- and post-transplant follow-up and complications,340654.26,"Organ, Tissue, and Cell Transplants"
22,Piauí,Pre- and post-transplant follow-up and complications,534443.53,"Organ, Tissue, and Cell Transplants"
23,Ceará,Pre- and post-transplant follow-up and complications,3471180.37,"Organ, Tissue, and Cell Transplants"
24,Rio Grande do Norte,Pre- and post-transplant follow-up and complications,1104149.47,"Organ, Tissue, and Cell Transplants"
25,Paraíba,Pre- and post-transplant follow-up and complications,67745.54,"Organ, Tissue, and Cell Transplants"
26,Pernambuco,Pre- and post-transplant follow-up and complications,9897915.73,"Organ, Tissue, and Cell Transplants"
27,Alagoas,Pre- and post-transplant follow-up and complications,73510.56,"Organ, Tissue, and Cell Transplants"
28,Sergipe,Pre- and post-transplant follow-up and complications,14547.27,"Organ, Tissue, and Cell Transplants"
29,Bahia,Pre- and post-transplant follow-up and complications,1723853.75,"Organ, Tissue, and Cell Transplants"
31,Minas Gerais,Pre- and post-transplant follow-up and complications,17189460.37,"Organ, Tissue, and Cell Transplants"
32,Espírito Santo,Pre- and post-transplant follow-up and complications,1467893.94,"Organ, Tissue, and Cell Transplants"
33,Rio de Janeiro,Pre- and post-transplant follow-up and complications,3914076.55,"Organ, Tissue, and Cell Transplants"
35,São Paulo,Pre- and post-transplant follow-up and complications,43903021.43,"Organ, Tissue, and Cell Transplants"
41,Paraná,Pre- and post-transplant follow-up and complications,9975919.5,"Organ, Tissue, and Cell Transplants"
42,Santa Catarina,Pre- and post-transplant follow-up and complications,3632069.73,"Organ, Tissue, and Cell Transplants"
43,Rio Grande do Sul,Pre- and post-transplant follow-up and complications,12311121.67,"Organ, Tissue, and Cell Transplants"
50,Mato Grosso do Sul,Pre- and post-transplant follow-up and complications,290010.61,"Organ, Tissue, and Cell Transplants"
51,Mato Grosso,Pre- and post-transplant follow-up and complications,294.0,"Organ, Tissue, and Cell Transplants"
52,Goiás,Pre- and post-transplant follow-up and complications,1012231.55,"Organ, Tissue, and Cell Transplants"
53,Distrito Federal,Pre- and post-transplant follow-up and complications,3048967.56,"Organ, Tissue, and Cell Transplants"
Total,Brazil (total),Pre- and post-transplant follow-up and complications,114798895.08,"Organ, Tissue, and Cell Transplants"
